reviewText,sentiment
"I have an older rabbit that has been struggling a little. I started giving him joint supplements a couple of months ago. Last night he jumped up on the couch. He hasn't been able to that for about a year now. So, if you want your aging rabbit to be able to tear stuff up again, I highly recommend Oxbow Joint Supplement.",1
Only flavor of the pucksi/inserts that seems to pop out of the ball almost immediately. All the other favors take my dog an average of an hour to eat through.,0
My dog loves her Dingos,1
"This 'gentle' leader promptly tore the skin off of my 2 year old German Shepherd's nose. It is apparently, 'non-returnable for hygienic reasons' from Amazon (very un-Amazonian). Although, Amazon processed a refund as an exception avoid this product at all costs! Look for a shoulder based harness instead. This is a terrible tool for your dog and should never have been made.",0
"My 8 year old lab loves his new bed, he can sprawl out and not have any part of his 90 lb self fall off.  It is exactly as described and provides so much support.  I would sleep on this bed.  In addition, I love it because it is sleek looking and isn't an eyesore as so many of the beds we have had.  I just wish I had discovered it sooner.",1
"Smells like vanilla.  My dog has never had a nylabone so I didn't exactly know what to expect with ""nylabone flavor"".  While she doesn't exactly love it, she's gotten used to it over time. Next time I'll be looking for more of a chicken, beef, liver etc flavor to be a little more guaranteed that she'll like it.",1
"best stuff ever for scrapes, bites, hot spots, etc.",1
Not a bad price for 8lbs of bird food.  I have a parrot and a conure and they both like this food.  I used to but Eggcite bird food but it's cost has went up to the point that I can't afford it anymore.  This is a good quality bird food at a reasonable price.,1
No complaints here...great to have this 40 pound  bag delivered.i have 4 dogs and they all seem quite happy with this brand.,1
My cat's love this!!!! I mix it with their wet food and they gobble it down.  I love this product!,1
"This product is ""NOT"" heavy duty as stated.",0
"The only issue is that my german shepherd tore his to shreds after chewing for about a minute. We purchased a new one and it's still his favorite toy, we just have to take it away from him as soon as he brings it back.",1
"I have been using it about a week for our American Bull Dog (#85).  It seem sturdy enough, I just wish the handle was a little bigger.

Product update:  after only a few months the retractable feature stopped working.",0
"They are great treats but my dogs were never interested in spending time trying to get food out of something. They do play with the toy that is suggested to use with the treats, but just as a ball. There was nothing wrong with the product, just not a good choice for my dogs, and very expensive to use just as treats, which we did.",0
"The wobblerz monkey toy is well loved and enjoyed by all 3 dogs in our house.  We have 3 older med/lg herding dogs (7-13yr; 35-65lbs), all three of them have played with this toy and seem to enjoy it.  We are easily able to put dog kibble and small treats in it.  This toy does not hold a lot of food but enough to keep them interested and moving it.  The food takes me about a minute to put in from open to close.  This is not a way to feed our dogs but just something extra to keep them physically and mentally active.  The monkey seems sturdy and I expect this monkey will last a long time in our house.  I have used this toy to play tug with our Austrailian Cattle dog and Kelpie, the toy did not look any worse for wear (not really a good toy for tug but I was trying to test durability) although I expect that younger, more destructive dogs, or larger dogs would be able to rip the monkey apart (as any stuffed animal) eventually.  I highly recommend.  We may be getting another one of these for Christmas so they don't all have to share 1.",1
